,Mean,2.5q,97.5q
z_subj(equal).42,0.5082596664493718,0.49232241384436615,0.5240517336302907
z_subj(equal).43,0.5103171389514883,0.49455400186023196,0.5285725571372516
z_subj(equal).45,0.5070830692359652,0.48921783966360355,0.5225304801468188
z_subj(equal).46,0.509927488453071,0.4939316698632182,0.5273453430933515
z_subj(equal).47,0.5089932975788587,0.4932304303533008,0.525731608042782
z_subj(equal).48,0.5084777225758172,0.49164376674921906,0.5250237090007901
z_subj(equal).49,0.5140286164878252,0.4993663493081749,0.535345051333284
z_subj(equal).50,0.5063808497501061,0.488010595570811,0.5213941108671922
z_subj(equal).51,0.5142737136506352,0.5000309956318285,0.5358891995231128
z_subj(equal).52,0.5105198008375975,0.4948274403624062,0.5291354499273521
z_subj(equal).53,0.5117183748358437,0.4970924986658302,0.5305219265445423
z_subj(equal).54,0.5133737488305723,0.49931287849491546,0.5333394453098207
z_subj(equal).56,0.5067027160555105,0.4888492087836036,0.5220024924713714
z_subj(equal).57,0.5089641672010813,0.4926993258376263,0.5259616067016496
z_subj(equal).58,0.5098972181513451,0.4946426993320158,0.5269970588340006
z_subj(equal).59,0.5104267487813406,0.4953524010115384,0.5283209930791993
z_subj(equal).60,0.5116013402880768,0.4967133133733868,0.5300903232539169
z_subj(equal).61,0.5054276737316404,0.4866789258476697,0.5199832249431705
z_subj(equal).62,0.5052401433887662,0.48579067758372085,0.5198433789418755
z_subj(equal).63,0.5097381236588456,0.49380931935424405,0.5266705431850771
z_subj(equal).64,0.5047137774394649,0.4845963845812363,0.5194017045684726
z_subj(equal).65,0.5083556740729545,0.49124686398247824,0.5245512922276067
z_subj(equal).67,0.506052177850399,0.48700925688793695,0.5213422041668583
z_subj(none).0,0.5209671715335309,0.505606575534855,0.5376550062645579
z_subj(none).1,0.5176468552923792,0.49946612841237004,0.5327431755279749
z_subj(none).2,0.5210087303854064,0.5059784278076757,0.5381393979613311
z_subj(none).3,0.5195160382460903,0.5025383432683861,0.5359494093719427
z_subj(none).4,0.5159283060254594,0.49620182428983417,0.5306379459976678
z_subj(none).5,0.5170863891230549,0.498295914779663,0.5318996907195503
z_subj(none).6,0.5188053867744893,0.5016433325184237,0.534269728037182
z_subj(none).7,0.5202523203411629,0.5046071616554634,0.5371939207879277
z_subj(none).8,0.5169146173002834,0.49860753936062346,0.5318090259020956
z_subj(none).9,0.5211754969973492,0.5059033099756797,0.5381942378246829
z_subj(none).10,0.5255039706077196,0.5117335749386122,0.5476323414673776
z_subj(none).11,0.5215625533459499,0.5065086122774595,0.5390975418891785
z_subj(none).12,0.5204937684085895,0.5045291840324704,0.5378958634091418
z_subj(none).13,0.5181293007811676,0.5010122839327279,0.5330361291857022
z_subj(none).14,0.5175188016320063,0.499241757041494,0.5324303949650048
z_subj(none).15,0.5177949108289581,0.5004742417017621,0.5327365573434729
z_subj(none).16,0.5208965142876697,0.505015267689149,0.5382298641892882
