,Mean,2.5q,97.5q
v_subj(equal_friend).50,-1.9846682407647955,-2.111299138363935,-1.8616263276401153
v_subj(equal_friend).51,-1.9643367826101494,-2.077825779586198,-1.841228305366474
v_subj(equal_friend).52,-1.97440600012856,-2.0954987263313893,-1.8510790242556543
v_subj(equal_friend).53,-1.9624990756560328,-2.0798740101237985,-1.8330046483807148
v_subj(equal_friend).54,-1.9793297240393803,-2.1043297875841183,-1.857323196644814
v_subj(equal_friend).56,-1.9716790808452327,-2.0902683622486213,-1.8471166996183916
v_subj(equal_friend).57,-1.9723366863892435,-2.0911111648919247,-1.8500513657639406
v_subj(equal_friend).58,-1.9898893242674127,-2.1177438648533395,-1.8649416359633626
v_subj(equal_friend).59,-1.9829192144777275,-2.104535721322218,-1.8598759621557772
v_subj(equal_friend).60,-1.97253871467783,-2.08554515395606,-1.8531212379449187
v_subj(equal_friend).61,-1.9672008893183335,-2.0851932984662183,-1.8385365590910592
v_subj(equal_friend).62,-1.984429857835168,-2.1112108779656586,-1.8628205761284644
v_subj(equal_friend).63,-1.9748937302483671,-2.0948322880250267,-1.8516268967909117
v_subj(equal_friend).64,-1.9761949841287982,-2.096440541584171,-1.8536638267473613
v_subj(equal_friend).65,-1.968087119184715,-2.084253155199425,-1.8455471082976962
v_subj(equal_friend).67,-1.988384397670025,-2.1182668605575663,-1.8631644481849798
v_subj(equal_self).29,1.6237081382293364,1.5063109031320974,1.741873509784335
v_subj(equal_self).30,1.6267505763548227,1.5097948787894084,1.7502887315529532
v_subj(equal_self).31,1.639962896105927,1.529302447797222,1.779919042316602
v_subj(equal_self).32,1.6260771017313906,1.5071727007434559,1.7465194016370302
v_subj(equal_self).34,1.6318833111896964,1.5180326479337989,1.7603997662109077
v_subj(equal_self).35,1.6223235898272792,1.500169034911309,1.7446701020612045
v_subj(equal_self).36,1.6172144348257005,1.4968295997906613,1.737080493132131
v_subj(equal_self).37,1.6366306224005696,1.5246041653601137,1.7667496801197768
v_subj(equal_self).38,1.6224263949504294,1.508020595715445,1.7416326439002536
v_subj(equal_self).39,1.6224251460672239,1.5048230997794785,1.7447865758185963
v_subj(equal_self).40,1.632741996773836,1.5196799590264085,1.7633424529606887
v_subj(equal_self).41,1.630818102184196,1.515685456078786,1.7576414606982471
v_subj(equal_self).42,1.63113467901529,1.518609504037495,1.7551815607010444
v_subj(equal_self).43,1.6355990078280302,1.5230168402408113,1.7653525511898984
v_subj(equal_self).45,1.6213026136517392,1.5008778525521347,1.7438304511814724
v_subj(equal_self).46,1.611704992632228,1.4845338162418549,1.724083263985904
v_subj(equal_self).47,1.6153915348119132,1.494655690368719,1.7323542963524512
v_subj(equal_self).48,1.6339837475710106,1.522514323312541,1.7615172735084987
v_subj(equal_self).49,1.6315271631381763,1.5178946054437474,1.7589038315766456
v_subj(equal_self).50,1.6176950455189283,1.4958182927469172,1.7354035173499165
v_subj(equal_self).51,1.6207098441769145,1.5027553018869555,1.739559855182005
v_subj(equal_self).52,1.6411740359293723,1.5322857237176613,1.7763682461252184
v_subj(equal_self).53,1.6339902888547388,1.5211452116021855,1.7649301317871324
v_subj(equal_self).54,1.6131084478333362,1.4858816668407435,1.726561216102319
v_subj(equal_self).56,1.616388593917037,1.4899978790066772,1.7369489946101984
v_subj(equal_self).57,1.6188487871007629,1.4999670488993295,1.7352946554650608
v_subj(equal_self).58,1.6316044693672422,1.5169156263645147,1.7595132089772738
v_subj(equal_self).59,1.6165382591180064,1.4945219280219673,1.7319539922996345
v_subj(equal_self).60,1.6116605580238421,1.4846879304967748,1.7294750660611982
v_subj(equal_self).61,1.633315706851912,1.523330484839791,1.7595013295938107
v_subj(equal_self).62,1.6495016800646498,1.5387549776094547,1.7974580916682554
v_subj(equal_self).63,1.6125290744839815,1.4873676736030348,1.7241607321074346
v_subj(equal_self).64,1.62029710415243,1.4999676265882322,1.743121265914653
v_subj(equal_self).65,1.633763720568478,1.5192818551033522,1.7673025633508734
v_subj(equal_self).67,1.6356184890954786,1.5229553848989925,1.7618248458660661
v_subj(none_friend).0,-2.253146769126373,-2.3765200507417537,-2.134607158624138
v_subj(none_friend).1,-2.2563447169514634,-2.37830256278975,-2.144614595582502
v_subj(none_friend).2,-2.2367898012605743,-2.3504890425400036,-2.1104880411840234
v_subj(none_friend).3,-2.260712966479244,-2.392482429896415,-2.145751775583608
v_subj(none_friend).4,-2.2225106941833563,-2.3276872035122453,-2.0837710931954625
v_subj(none_friend).5,-2.237470807349345,-2.3508835093657474,-2.1114233495071204
v_subj(none_friend).6,-2.2484715457889295,-2.3662159092850414,-2.1298611347584826
v_subj(none_friend).7,-2.250927625921109,-2.3762261211048203,-2.137376561493063
v_subj(none_friend).8,-2.230317027040867,-2.3428893530449675,-2.0956499138524363
v_subj(none_friend).9,-2.240151317339966,-2.355133454431654,-2.115351585082942
v_subj(none_friend).10,-2.2460979130381515,-2.3650032676563173,-2.126959191515335
v_subj(none_friend).11,-2.2436324634177818,-2.3607627706415646,-2.122694155267638
v_subj(none_friend).12,-2.231768831981774,-2.3447606592418677,-2.100965519056549
v_subj(none_friend).13,-2.2502951431290814,-2.367859156783589,-2.1352557024008063
v_subj(none_friend).14,-2.256773582672559,-2.382458057024849,-2.140094919500675
v_subj(none_friend).15,-2.2396927565403377,-2.3505499485087755,-2.1170975126151363
v_subj(none_friend).16,-2.2556893717336406,-2.383425129983361,-2.143454928855919
v_subj(none_friend).17,-2.2454726745852307,-2.363153321396914,-2.1254881527836877
v_subj(none_friend).18,-2.2395689233666602,-2.3508805276297253,-2.1164383766162733
v_subj(none_friend).19,-2.244345077427418,-2.3627694642727546,-2.124050089347644
v_subj(none_friend).20,-2.2606163052158497,-2.39097611007085,-2.150808546001932
v_subj(none_friend).21,-2.238173331164695,-2.3516674981648995,-2.1157684927254237
v_subj(none_friend).22,-2.2468761802066757,-2.3637581072568197,-2.1319864744486843
v_subj(none_friend).23,-2.2303713975496744,-2.3377835455536293,-2.099601332391531
v_subj(none_friend).24,-2.243729965290242,-2.358825271405601,-2.123125031300641
v_subj(none_friend).25,-2.246076172364652,-2.3622302712146173,-2.129647773488007
v_subj(none_friend).26,-2.2567915554776246,-2.381336003085025,-2.1428398562584117
v_subj(none_friend).27,-2.2478899172908435,-2.3701924114270185,-2.1277780276660647
v_subj(none_friend).28,-2.248104836372713,-2.369613955571696,-2.132889178926688
v_subj(none_friend).33,-2.24649511587852,-2.3638759717992,-2.1296212355297364
v_subj(none_friend).44,-2.226940748819849,-2.33605920370307,-2.088444341780723
v_subj(none_friend).55,-2.248201147573647,-2.36614050111052,-2.130285020856463
v_subj(none_friend).66,-2.2453452315063904,-2.3648730097280164,-2.1271279331956823
v_subj(none_friend).68,-2.225629052557599,-2.332391293346023,-2.087789146286755
v_subj(none_friend).69,-2.2467755915020606,-2.3636995850457767,-2.1287218645186328
v_subj(none_self).0,2.027724192636822,1.91264044360983,2.154861242909411
v_subj(none_self).1,2.0126953727313244,1.889939856478939,2.1248791717450803
v_subj(none_self).2,2.0132011040229543,1.8900144775900807,2.1244392340516196
v_subj(none_self).3,2.0243152110631617,1.9041763583308113,2.1464385045652032
v_subj(none_self).4,2.0050302614603184,1.8723045693192453,2.1141607529698105
v_subj(none_self).5,2.0227524801819747,1.9069444056929612,2.139606262123001
v_subj(none_self).6,2.007670136218774,1.8840660887638627,2.115966016345541
v_subj(none_self).7,2.006812169608981,1.876971531954519,2.1159141808679363
v_subj(none_self).8,2.0077294620364663,1.874462064392191,2.1209166908529626
v_subj(none_self).9,2.0279760186969527,1.916195514209134,2.153556766079285
v_subj(none_self).10,2.0132637351054408,1.8887053088116328,2.123225054659704
v_subj(none_self).11,2.0235083611496822,1.9063017306975734,2.1459669147974094
v_subj(none_self).12,2.0126294002593075,1.8893881134233186,2.1280237216516062
v_subj(none_self).13,2.007309854397944,1.8791909794806567,2.1176560239974886
v_subj(none_self).14,2.018212534292124,1.9003830580525007,2.137099371344734
v_subj(none_self).15,2.037575912539298,1.9266627742884521,2.1745797402121845
v_subj(none_self).16,2.028177264033366,1.9144046389099056,2.1482749680966458
v_subj(none_self).17,2.028460895299096,1.9205081309033563,2.150575053821914
v_subj(none_self).18,2.008088637349131,1.8757691494206659,2.122670829894001
v_subj(none_self).19,2.015271171708463,1.887946421894983,2.130595348469912
v_subj(none_self).20,1.9998088523986723,1.8637641813967494,2.106622716462035
v_subj(none_self).21,2.0347858848521794,1.9239993520846361,2.165097221711322
v_subj(none_self).22,2.0198575743022738,1.9035693642001712,2.1371859925699415
v_subj(none_self).23,2.018031812125818,1.8969108635426777,2.13579508820511
v_subj(none_self).24,2.0002067671194594,1.871573088234588,2.1112382951527957
v_subj(none_self).25,2.0323999689293797,1.9202628449514343,2.1615429118211686
v_subj(none_self).26,2.019427353854543,1.9038574011556746,2.1310221891032577
v_subj(none_self).27,2.000908694284517,1.867081008603475,2.1118352468002213
v_subj(none_self).28,2.0161710427205657,1.8934112139333386,2.129265041973734
v_subj(none_self).33,2.0229769574809064,1.9041871977759957,2.1442065804245343
v_subj(none_self).44,2.0040929176112554,1.8740808803655973,2.1156559687226943
v_subj(none_self).55,2.0186137213117266,1.8973955058851395,2.13538462939125
v_subj(none_self).66,2.0461152154680673,1.937023279617545,2.1903273660838556
v_subj(none_self).68,2.0250078585491083,1.9085393442621876,2.1451815878983784
v_subj(none_self).69,2.019871764673583,1.9020149095204881,2.14143810867161
t,0.24234343721630147,0.23642597890582143,0.24828381767374266
t_std,0.023909924523078257,0.019988165520806768,0.028868418985798273
t_subj.0,0.2456244855247483,0.23084781707603216,0.25725210687240996
t_subj.1,0.2384176741068265,0.22790168573411504,0.2480760993458131
t_subj.2,0.18413915325610494,0.1746169224078563,0.19295316685239694
t_subj.3,0.2668555892240761,0.25543663908127495,0.27829212378561136
t_subj.4,0.2594357839576316,0.24852571322850675,0.27001278257049804
t_subj.5,0.20771267725877782,0.19452795198646272,0.21952630080028787
t_subj.6,0.27932206685790445,0.2619463689823827,0.2941534736042123
t_subj.7,0.21630525818666374,0.2057182234381377,0.22595878930986257
t_subj.8,0.22576354715057964,0.21173039178521236,0.24270243854950518
t_subj.9,0.21404299142623084,0.20385506748885557,0.22300126418096158
t_subj.10,0.2194893059127321,0.20488962931756796,0.22971011143607892
t_subj.11,0.22685867180431665,0.212586572323652,0.23837990441897167
t_subj.12,0.2858914583259695,0.2699455688137769,0.2979718339176123
t_subj.13,0.218743821015858,0.20365665344066294,0.2299316268895299
t_subj.14,0.22061435556675263,0.2072253057594614,0.23814332297469884
t_subj.15,0.1932520294123531,0.18361820361872344,0.20175437483154524
t_subj.16,0.23070637705470107,0.2199285572507495,0.24062230866506754
t_subj.17,0.2707019003101631,0.25940340636149334,0.28191085596002236
t_subj.18,0.26840828049914156,0.25334171789342713,0.28005807387213827
t_subj.19,0.2386361479432218,0.22736041107780436,0.25082956049460964
t_subj.20,0.24328344447861047,0.23168900315502788,0.2540028228218885
t_subj.21,0.23519675686747707,0.22508449469384298,0.24439566187131043
t_subj.22,0.25161194099620515,0.2409550132139364,0.2620502314699953
t_subj.23,0.2500681767955923,0.23890662118049227,0.26243532806001413
t_subj.24,0.25575127952370397,0.24428733930547317,0.2689438141933542
t_subj.25,0.26093840006551927,0.24613212787520083,0.2823454068936815
t_subj.26,0.273896623898773,0.2623691700049092,0.28398999777907713
t_subj.27,0.23563883781287182,0.22493930009771793,0.24621708842457807
t_subj.28,0.30700503806625457,0.2939715440923658,0.3180278021343434
t_subj.29,0.21431516308460138,0.20201545511320887,0.22633579868502615
t_subj.30,0.2481707261797127,0.2362471213940647,0.25889360578278514
t_subj.31,0.22936546840594912,0.21982481875453602,0.23825938396615462
t_subj.32,0.25974130092133807,0.24869961156541906,0.27129646959225034
t_subj.33,0.23975806400516417,0.22894677882884237,0.24942483231518306
t_subj.34,0.24399961993411348,0.23457894587237424,0.2522603457342588
t_subj.35,0.22342120332590903,0.21402521484936948,0.2316308499161833
t_subj.36,0.248380102406592,0.23522578182232537,0.2580012392105938
t_subj.37,0.25040876154224795,0.2409357708654495,0.2582706226069109
t_subj.38,0.26818764719741933,0.2573747225458284,0.27954332975738544
t_subj.39,0.25685160051080796,0.24640050116212503,0.26550792746160556
t_subj.40,0.21408450121481726,0.20474312770651776,0.22254628486057615
t_subj.41,0.24826601235976456,0.23859171137560897,0.2571104297913066
t_subj.42,0.22647009391222722,0.21744157800553507,0.2352378473175403
t_subj.43,0.208639018971857,0.19983123746441744,0.21773727552170136
t_subj.44,0.2300577968831881,0.21771829474676802,0.243927658908372
t_subj.45,0.2515322771285608,0.2413159859414824,0.26052372003545365
t_subj.46,0.2662919037345259,0.25366427237861316,0.2771809931484545
t_subj.47,0.21643578041124667,0.20579089958842986,0.22646242412924905
t_subj.48,0.2525366181409856,0.2287936926028677,0.26635481431881675
t_subj.49,0.2536573593215922,0.24403425919199878,0.2618535717175884
t_subj.50,0.22313010567076952,0.20986697529345819,0.23268664611871406
t_subj.51,0.2355859053997684,0.22628898002398282,0.24363135260803673
t_subj.52,0.2751168493794544,0.26504867269406224,0.28388216262073956
t_subj.53,0.2257962285569743,0.2167196876683207,0.23410298319631204
t_subj.54,0.24450907120555526,0.23494109919101863,0.25271671258247647
t_subj.55,0.20671257618620165,0.19643590417991652,0.21594379789487278
t_subj.56,0.27066159145219415,0.2600933758920178,0.2809016588118211
t_subj.57,0.22310476674169843,0.21367982584625358,0.23188460747733208
t_subj.58,0.26569885236152996,0.2508510329366671,0.2748853790356692
t_subj.59,0.24670402835888677,0.2373406348521315,0.2552043099810442
t_subj.60,0.26468778518939556,0.2551616131821135,0.27303020594731153
t_subj.61,0.25664670306107495,0.24449451338108952,0.2673509768417857
t_subj.62,0.2620281440817133,0.25071800930444854,0.2744206111883408
t_subj.63,0.24339661393161582,0.23357662904906365,0.25188124546473495
t_subj.64,0.24891796151886436,0.23913741929829443,0.26011942143853933
t_subj.65,0.25358182801202767,0.242318965759132,0.2665862757519965
t_subj.66,0.23623661183577183,0.22522418460744034,0.246112838582944
t_subj.67,0.24064769506567932,0.23110292468684396,0.24861406707471698
t_subj.68,0.22834857597650998,0.21760756420460592,0.23812845696868665
t_subj.69,0.22738811440386447,0.2168434830374062,0.2371367566512007
z(equal),0.52485214120702,0.5153810504546915,0.533501568466605
z(none),0.5146673794080356,0.5070413259316614,0.5229000811989684
z_std,0.01641910483171895,0.001336905869479363,0.0405499466212287
z_subj(equal).29,0.5237022851880346,0.5093315641489821,0.535912788454517
z_subj(equal).30,0.5247179812665441,0.5113694658265835,0.5370125419028743
z_subj(equal).31,0.5236773259137212,0.5092509466018976,0.5355250341155582
z_subj(equal).32,0.5248318343844273,0.5111556916823228,0.5375921422095771
z_subj(equal).34,0.5253971669034323,0.5124410851784194,0.5388032662738731
z_subj(equal).35,0.5237536504954088,0.5094861380766007,0.5354364668193915
z_subj(equal).36,0.5232155147698604,0.5078652721519284,0.5348413085289178
z_subj(equal).37,0.5250187947169678,0.5118422776505996,0.537635003421828
z_subj(equal).38,0.5272036907899932,0.5151217173777992,0.5424367654409027
z_subj(equal).39,0.5250733053089779,0.5120444875169546,0.5378190587234991
z_subj(equal).40,0.5236533088510644,0.5091228021312191,0.5354226565746533
z_subj(equal).41,0.5233186120737306,0.5082954885834491,0.5350073242371088
z_subj(equal).42,0.525522845596041,0.5122000304820653,0.5384183830157687
z_subj(equal).43,0.5258767688038288,0.512894080603605,0.5394446934340371
z_subj(equal).45,0.5242285641020437,0.5105111566665145,0.5363155671273642
z_subj(equal).46,0.5252970279160871,0.5122204742323733,0.5384690144079194
z_subj(equal).47,0.5256478888675747,0.5130499921081537,0.5387106627402205
z_subj(equal).48,0.5257186216394187,0.5127870970893434,0.5393180939047907
z_subj(equal).49,0.5255384345893797,0.5124698385957293,0.5385882093964649
z_subj(equal).50,0.5250328492904113,0.5118608483703693,0.5379889398588321
z_subj(equal).51,0.5248162552690488,0.5117582752071003,0.5371630556833042
z_subj(equal).52,0.5262551406993982,0.5136659026264614,0.5398771259644148
z_subj(equal).53,0.5253778696314643,0.5119921342374772,0.5383333239217132
z_subj(equal).54,0.5245571579683218,0.5113498510205828,0.5367121148883732
z_subj(equal).56,0.5252350868186765,0.5115389535270892,0.5380192800784707
z_subj(equal).57,0.5239649818088242,0.509772236297889,0.5361425388188901
z_subj(equal).58,0.5246850634309136,0.5108210701052824,0.5374361016302115
z_subj(equal).59,0.5248498834756906,0.5111908831029239,0.5373373688839642
z_subj(equal).60,0.5232778947896684,0.5080089632450957,0.5349582341803477
z_subj(equal).61,0.5261390487425407,0.5133971700063696,0.5403552147169867
z_subj(equal).62,0.5250284278150305,0.5122342148747481,0.5378772735426972
z_subj(equal).63,0.5238544235627015,0.510043745653554,0.53555872829267
z_subj(equal).64,0.5243573262823316,0.5104110968592075,0.5361704615532177
z_subj(equal).65,0.5257075831252712,0.5129535330231938,0.5389801694283184
z_subj(equal).67,0.525536471370456,0.5128390790276285,0.5381288372199355
z_subj(none).0,0.5146748065273385,0.5026637555587877,0.5265205744940726
z_subj(none).1,0.5134295370509191,0.5001327718366977,0.5246146814078853
z_subj(none).2,0.5161575538396873,0.5052627514600919,0.5297319168663234
z_subj(none).3,0.513928737401,0.5008717956145045,0.5256473539153053
z_subj(none).4,0.5147748307495642,0.5019223510363193,0.5273737485764063
z_subj(none).5,0.5154914662356603,0.5035132000132142,0.5285230832410367
z_subj(none).6,0.5145430412396848,0.50165678197377,0.5264192760360363
z_subj(none).7,0.5135082044818606,0.5000285774620534,0.524807764117297
z_subj(none).8,0.5150855161144633,0.50299322011788,0.528136027073108
z_subj(none).9,0.5149812066774718,0.5025172739243885,0.5273000127961138
z_subj(none).10,0.5123125220027189,0.49717159610649175,0.5232406317644976
z_subj(none).11,0.5141630626291911,0.5008596666226445,0.5260010183784131
z_subj(none).12,0.5152851350287975,0.5033506331806752,0.5282677449137838
z_subj(none).13,0.5150287476610395,0.5027538613259482,0.5273662288210472
z_subj(none).14,0.5144437842575306,0.5014240901757108,0.526919114620992
z_subj(none).15,0.51760056475194,0.5069201551665754,0.5329510016289944
z_subj(none).16,0.514687825664884,0.5022336245289655,0.526722642214366
z_subj(none).17,0.5154261797765364,0.5034270886164272,0.528346204411185
z_subj(none).18,0.5132625775479855,0.499318846868803,0.5248438768937428
z_subj(none).19,0.5142288689222209,0.5011711927437258,0.5260985762946263
z_subj(none).20,0.5141597193419588,0.5012331138169998,0.5261086074998208
z_subj(none).21,0.5173528815313995,0.5065244831833297,0.5325680299743012
z_subj(none).22,0.5150503492227659,0.5023538684114006,0.5277113991390208
z_subj(none).23,0.514971092726759,0.502403325633918,0.5275465760004945
z_subj(none).24,0.5155959419189386,0.5032488388494396,0.5291720699892464
z_subj(none).25,0.5134471299666994,0.4997656203163093,0.5252207511881631
z_subj(none).26,0.5130864187052109,0.4986938491204277,0.5238867919222364
z_subj(none).27,0.5134692943776454,0.49957129082157503,0.5247236456282912
z_subj(none).28,0.514258054616522,0.5013433345502034,0.5261975424051578
z_subj(none).33,0.514423387541428,0.5017453659708603,0.5262972300786957
z_subj(none).44,0.514627316344853,0.5019876046278721,0.5265246370600021
z_subj(none).55,0.5136968283836674,0.5000375543733534,0.5252932560719941
z_subj(none).66,0.5155732544752164,0.5036931803641077,0.5283838051507413
z_subj(none).68,0.5156273831621916,0.5037737378602211,0.5287648543183
z_subj(none).69,0.5151041052835167,0.5032240761415985,0.5278477906885253
